isotype,allele,ALL,start_s,stop_s,plotpoint_hi,swept_haplotype,CHROM,peakPOS,facet_marker,genotype,Genotypes
WN2002,1,ALT,2766654,3087594,1,FALSE,II,2622125,II:2622125,swept,swept
WN2002,1,ALT,3087653,3280545,1,FALSE,II,2622125,II:2622125,swept,swept
XZ1515,1,ALT,2232319,2242580,6,FALSE,II,2622125,II:2622125,swept,swept
XZ1515,1,ALT,2184029,2232319,6,FALSE,II,2622125,II:2622125,swept,swept
XZ1515,1,ALT,2506309,2793222,6,FALSE,II,2622125,II:2622125,swept,swept
BRC20067,-1,REF,3016738,3030046,44,FALSE,III,3107587,III:3107587,swept,swept
BRC20067,-1,REF,2876548,3016738,44,TRUE,III,3107587,III:3107587,swept,swept
BRC20067,-1,REF,3030046,3425353,44,FALSE,III,3107587,III:3107587,swept,swept
BRC20067,-1,REF,3425353,3717385,44,FALSE,III,3107587,III:3107587,swept,swept
CB4854,-1,REF,3126625,3126985,39,FALSE,III,3107587,III:3107587,swept,swept
CB4854,-1,REF,3420448,3422722,39,FALSE,III,3107587,III:3107587,swept,swept
CB4854,-1,REF,3038650,3126625,39,FALSE,III,3107587,III:3107587,swept,swept
CB4854,-1,REF,2876548,2993091,39,FALSE,III,3107587,III:3107587,swept,swept
CB4854,-1,REF,2993091,3038650,39,FALSE,III,3107587,III:3107587,swept,swept
CB4854,-1,REF,3126985,3420448,39,FALSE,III,3107587,III:3107587,swept,swept
CB4854,-1,REF,3422722,3717385,39,FALSE,III,3107587,III:3107587,swept,swept
CX11254,1,ALT,2961834,2977738,3,FALSE,III,3107587,III:3107587,swept,swept
CX11254,1,ALT,2977738,3013223,3,FALSE,III,3107587,III:3107587,swept,swept
CX11254,1,ALT,3308953,3316273,3,FALSE,III,3107587,III:3107587,swept,swept
CX11254,1,ALT,2876548,2961834,3,FALSE,III,3107587,III:3107587,swept,swept
CX11254,1,ALT,3013223,3033547,3,FALSE,III,3107587,III:3107587,swept,swept
CX11254,1,ALT,3242944,3308953,3,FALSE,III,3107587,III:3107587,swept,swept
CX11254,1,ALT,3076187,3242944,3,FALSE,III,3107587,III:3107587,swept,swept
CX11254,1,ALT,3415516,3717385,3,FALSE,III,3107587,III:3107587,swept,swept
CX11262,1,ALT,3626157,3647063,5,FALSE,III,3107587,III:3107587,swept,swept
CX11262,1,ALT,2876548,3626157,5,FALSE,III,3107587,III:3107587,swept,swept
CX11262,1,ALT,3647063,3717385,5,FALSE,III,3107587,III:3107587,swept,swept
CX11264,-1,REF,3681764,3682779,48,FALSE,III,3107587,III:3107587,swept,swept
CX11264,-1,REF,2961834,2977738,48,FALSE,III,3107587,III:3107587,swept,swept
CX11264,-1,REF,2977738,3013223,48,FALSE,III,3107587,III:3107587,swept,swept
CX11264,-1,REF,2876548,2961834,48,FALSE,III,3107587,III:3107587,swept,swept
CX11264,-1,REF,3013223,3071535,48,FALSE,III,3107587,III:3107587,swept,swept
CX11264,-1,REF,3682779,3717385,48,FALSE,III,3107587,III:3107587,swept,swept
CX11264,-1,REF,3071535,3681764,48,FALSE,III,3107587,III:3107587,swept,swept
CX11292,-1,REF,2876548,3717385,45,FALSE,III,3107587,III:3107587,swept,swept
DL226,-1,REF,2876548,3647063,54,FALSE,III,3107587,III:3107587,swept,swept
DL226,-1,REF,3647063,3717385,54,FALSE,III,3107587,III:3107587,swept,swept
ECA348,-1,REF,2961834,2977738,59,FALSE,III,3107587,III:3107587,swept,swept
ECA348,-1,REF,2977738,3013223,59,FALSE,III,3107587,III:3107587,swept,swept
ECA348,-1,REF,2876548,2961834,59,FALSE,III,3107587,III:3107587,swept,swept
ECA348,-1,REF,3013223,3071535,59,FALSE,III,3107587,III:3107587,swept,swept
ECA348,-1,REF,3071535,3717385,59,FALSE,III,3107587,III:3107587,swept,swept
ECA592,1,ALT,3295719,3310198,6,FALSE,III,3107587,III:3107587,swept,swept
ECA592,1,ALT,2876548,2986430,6,FALSE,III,3107587,III:3107587,swept,swept
ECA592,1,ALT,2986430,3033824,6,FALSE,III,3107587,III:3107587,swept,swept
ECA592,1,ALT,3611803,3717385,6,FALSE,III,3107587,III:3107587,swept,swept
ECA594,1,ALT,3016738,3030046,9,FALSE,III,3107587,III:3107587,swept,swept
ECA594,1,ALT,3030046,3074939,9,FALSE,III,3107587,III:3107587,swept,swept
ECA594,1,ALT,3074939,3081191,9,FALSE,III,3107587,III:3107587,swept,swept
ECA594,1,ALT,2876548,3016738,9,TRUE,III,3107587,III:3107587,swept,swept
ECA594,1,ALT,3697914,3717385,9,FALSE,III,3107587,III:3107587,swept,swept
ECA594,1,ALT,3081191,3639115,9,FALSE,III,3107587,III:3107587,swept,swept
ECA923,-1,REF,2905238,2906496,55,FALSE,III,3107587,III:3107587,swept,swept
ECA923,-1,REF,2906496,2912693,55,FALSE,III,3107587,III:3107587,swept,swept
ECA923,-1,REF,2912693,2961834,55,FALSE,III,3107587,III:3107587,swept,swept
ECA923,-1,REF,2876548,2905238,55,FALSE,III,3107587,III:3107587,swept,swept
ECA923,-1,REF,2961834,3069503,55,FALSE,III,3107587,III:3107587,swept,swept
ECA923,-1,REF,3069503,3717385,55,FALSE,III,3107587,III:3107587,swept,swept
ECA928,-1,REF,2957035,2960219,56,FALSE,III,3107587,III:3107587,swept,swept
ECA928,-1,REF,2876548,2957035,56,FALSE,III,3107587,III:3107587,swept,swept
ECA928,-1,REF,3331531,3717385,56,FALSE,III,3107587,III:3107587,swept,swept
ECA928,-1,REF,2960219,3211299,56,FALSE,III,3107587,III:3107587,swept,swept
ED3005,-1,REF,2905238,2906496,52,FALSE,III,3107587,III:3107587,swept,swept
ED3005,-1,REF,2876548,2905238,52,FALSE,III,3107587,III:3107587,swept,swept
ED3005,-1,REF,2906496,3717385,52,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,2956036,2957925,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,2957925,2958400,50,TRUE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,2958400,2961895,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3059452,3062494,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3071535,3073825,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3368796,3369428,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3384340,3390115,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3062494,3071535,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3073825,3135798,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3161380,3185960,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3185960,3212741,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3308953,3331531,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3331531,3368796,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3369428,3384340,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,2876548,2956036,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,2961895,3059452,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3212741,3308953,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3390115,3634311,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3135798,3161380,50,FALSE,III,3107587,III:3107587,swept,swept
ED3011,-1,REF,3637964,3717385,50,FALSE,III,3107587,III:3107587,swept,swept
ED3012,-1,REF,2951769,2954477,30,FALSE,III,3107587,III:3107587,swept,swept
ED3012,-1,REF,2954477,2957925,30,FALSE,III,3107587,III:3107587,swept,swept
ED3012,-1,REF,2957925,2958400,30,FALSE,III,3107587,III:3107587,swept,swept
ED3012,-1,REF,3460431,3461872,30,FALSE,III,3107587,III:3107587,swept,swept
ED3012,-1,REF,2876548,2951769,30,FALSE,III,3107587,III:3107587,swept,swept
ED3012,-1,REF,2958400,3460431,30,FALSE,III,3107587,III:3107587,swept,swept
ED3012,-1,REF,3461872,3717385,30,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,2956036,2957925,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,2957925,2958400,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,2958400,2961895,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3059452,3062494,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3071535,3073825,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3368796,3369428,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3384340,3390115,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3062494,3071535,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3073825,3135798,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3161380,3185960,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3185960,3212741,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3308953,3331531,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3331531,3368796,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3369428,3384340,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,2876548,2956036,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,2961895,3059452,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3212741,3308953,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3135798,3161380,43,FALSE,III,3107587,III:3107587,swept,swept
ED3040,-1,REF,3390115,3717385,43,FALSE,III,3107587,III:3107587,swept,swept
EG4349,-1,REF,2951769,2953749,10,TRUE,III,3107587,III:3107587,swept,swept
EG4349,-1,REF,3127660,3127697,10,TRUE,III,3107587,III:3107587,swept,swept
EG4349,-1,REF,3287178,3287535,10,FALSE,III,3107587,III:3107587,swept,swept
EG4349,-1,REF,3287535,3297546,10,FALSE,III,3107587,III:3107587,swept,swept
EG4349,-1,REF,2876548,2951769,10,FALSE,III,3107587,III:3107587,swept,swept
EG4349,-1,REF,2953749,3127660,10,FALSE,III,3107587,III:3107587,swept,swept
EG4349,-1,REF,3539974,3717385,10,FALSE,III,3107587,III:3107587,swept,swept
EG4349,-1,REF,3127697,3287178,10,FALSE,III,3107587,III:3107587,swept,swept
EG4946,-1,REF,2951769,2954477,46,TRUE,III,3107587,III:3107587,swept,swept
EG4946,-1,REF,2954477,2957925,46,FALSE,III,3107587,III:3107587,swept,swept
EG4946,-1,REF,2957925,2958400,46,TRUE,III,3107587,III:3107587,swept,swept
EG4946,-1,REF,3460431,3461872,46,FALSE,III,3107587,III:3107587,swept,swept
EG4946,-1,REF,2876548,2951769,46,FALSE,III,3107587,III:3107587,swept,swept
EG4946,-1,REF,2958400,3460431,46,FALSE,III,3107587,III:3107587,swept,swept
EG4946,-1,REF,3461872,3717385,46,FALSE,III,3107587,III:3107587,swept,swept
GXW1,-1,REF,3016738,3030046,8,FALSE,III,3107587,III:3107587,swept,swept
GXW1,-1,REF,2876548,3016738,8,FALSE,III,3107587,III:3107587,swept,swept
GXW1,-1,REF,3030046,3425353,8,FALSE,III,3107587,III:3107587,swept,swept
GXW1,-1,REF,3425353,3717385,8,FALSE,III,3107587,III:3107587,swept,swept
JT11398,-1,REF,2951769,2954477,2,FALSE,III,3107587,III:3107587,swept,swept
JT11398,-1,REF,2954477,2957925,2,FALSE,III,3107587,III:3107587,swept,swept
JT11398,-1,REF,2957925,2958400,2,FALSE,III,3107587,III:3107587,swept,swept
JT11398,-1,REF,3460431,3461872,2,FALSE,III,3107587,III:3107587,swept,swept
JT11398,-1,REF,2876548,2951769,2,FALSE,III,3107587,III:3107587,swept,swept
JT11398,-1,REF,2958400,3460431,2,FALSE,III,3107587,III:3107587,swept,swept
JT11398,-1,REF,3461872,3717385,2,FALSE,III,3107587,III:3107587,swept,swept
JU1088,-1,REF,2951769,2953749,7,FALSE,III,3107587,III:3107587,swept,swept
JU1088,-1,REF,3127660,3127697,7,FALSE,III,3107587,III:3107587,swept,swept
JU1088,-1,REF,3287178,3287535,7,FALSE,III,3107587,III:3107587,swept,swept
JU1088,-1,REF,2876548,2951769,7,FALSE,III,3107587,III:3107587,swept,swept
JU1088,-1,REF,2953749,3127660,7,FALSE,III,3107587,III:3107587,swept,swept
JU1088,-1,REF,3287535,3418734,7,FALSE,III,3107587,III:3107587,swept,swept
JU1088,-1,REF,3127697,3287178,7,FALSE,III,3107587,III:3107587,swept,swept
JU1088,-1,REF,3420448,3717385,7,FALSE,III,3107587,III:3107587,swept,swept
JU1172,-1,REF,2957925,2958400,47,TRUE,III,3107587,III:3107587,swept,swept
JU1172,-1,REF,2876548,2957925,47,FALSE,III,3107587,III:3107587,swept,swept
JU1172,-1,REF,2958400,3017754,47,FALSE,III,3107587,III:3107587,swept,swept
JU1172,-1,REF,3652048,3717385,47,FALSE,III,3107587,III:3107587,swept,swept
JU1172,-1,REF,3017754,3652048,47,TRUE,III,3107587,III:3107587,swept,swept
JU1200,-1,REF,2951769,2954477,29,FALSE,III,3107587,III:3107587,swept,swept
JU1200,-1,REF,2954477,2957925,29,FALSE,III,3107587,III:3107587,swept,swept
JU1200,-1,REF,2957925,2958400,29,FALSE,III,3107587,III:3107587,swept,swept
JU1200,-1,REF,3460431,3461872,29,FALSE,III,3107587,III:3107587,swept,swept
JU1200,-1,REF,2876548,2951769,29,FALSE,III,3107587,III:3107587,swept,swept
JU1200,-1,REF,2958400,3460431,29,FALSE,III,3107587,III:3107587,swept,swept
JU1200,-1,REF,3461872,3717385,29,FALSE,III,3107587,III:3107587,swept,swept
JU1242,-1,REF,2951769,2953749,22,FALSE,III,3107587,III:3107587,swept,swept
JU1242,-1,REF,3127660,3127697,22,FALSE,III,3107587,III:3107587,swept,swept
JU1242,-1,REF,3287178,3287535,22,FALSE,III,3107587,III:3107587,swept,swept
JU1242,-1,REF,3368796,3369428,22,FALSE,III,3107587,III:3107587,swept,swept
JU1242,-1,REF,3384340,3390115,22,FALSE,III,3107587,III:3107587,swept,swept
JU1242,-1,REF,3287535,3331531,22,FALSE,III,3107587,III:3107587,swept,swept
JU1242,-1,REF,3331531,3368796,22,FALSE,III,3107587,III:3107587,swept,swept
JU1242,-1,REF,3369428,3384340,22,FALSE,III,3107587,III:3107587,swept,swept
JU1242,-1,REF,2876548,2951769,22,FALSE,III,3107587,III:3107587,swept,swept
JU1242,-1,REF,2953749,3127660,22,FALSE,III,3107587,III:3107587,swept,swept
JU1242,-1,REF,3127697,3287178,22,FALSE,III,3107587,III:3107587,swept,swept
JU1242,-1,REF,3390115,3717385,22,FALSE,III,3107587,III:3107587,swept,swept
JU1395,-1,REF,2951769,2954477,26,TRUE,III,3107587,III:3107587,swept,swept
JU1395,-1,REF,2954477,2957925,26,FALSE,III,3107587,III:3107587,swept,swept
JU1395,-1,REF,2957925,2958400,26,TRUE,III,3107587,III:3107587,swept,swept
JU1395,-1,REF,3460431,3461872,26,FALSE,III,3107587,III:3107587,swept,swept
JU1395,-1,REF,2876548,2951769,26,FALSE,III,3107587,III:3107587,swept,swept
JU1395,-1,REF,2958400,3460431,26,FALSE,III,3107587,III:3107587,swept,swept
JU1395,-1,REF,3461872,3717385,26,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,2956036,2957925,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,2957925,2958400,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,2958400,2961895,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3059452,3062494,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3071535,3073825,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3368796,3369428,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3384340,3390115,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3062494,3071535,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3073825,3135798,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3161380,3185960,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3185960,3212741,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3308953,3331531,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3331531,3368796,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3369428,3384340,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,2876548,2956036,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,2961895,3059452,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3212741,3308953,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3135798,3161380,3,FALSE,III,3107587,III:3107587,swept,swept
JU1491,-1,REF,3390115,3717385,3,FALSE,III,3107587,III:3107587,swept,swept
JU1530,-1,REF,2951769,2954477,14,TRUE,III,3107587,III:3107587,swept,swept
JU1530,-1,REF,2954477,2957925,14,FALSE,III,3107587,III:3107587,swept,swept
JU1530,-1,REF,2957925,2958400,14,TRUE,III,3107587,III:3107587,swept,swept
JU1530,-1,REF,3460431,3461872,14,FALSE,III,3107587,III:3107587,swept,swept
JU1530,-1,REF,3461872,3470199,14,FALSE,III,3107587,III:3107587,swept,swept
JU1530,-1,REF,3653850,3669699,14,TRUE,III,3107587,III:3107587,swept,swept
JU1530,-1,REF,2876548,2951769,14,FALSE,III,3107587,III:3107587,swept,swept
JU1530,-1,REF,2958400,3139325,14,FALSE,III,3107587,III:3107587,swept,swept
JU1530,-1,REF,3243290,3460431,14,FALSE,III,3107587,III:3107587,swept,swept
JU1530,-1,REF,3470199,3653850,14,FALSE,III,3107587,III:3107587,swept,swept
JU1530,-1,REF,3669699,3717385,14,FALSE,III,3107587,III:3107587,swept,swept
JU1530,-1,REF,3139325,3243290,14,FALSE,III,3107587,III:3107587,swept,swept
JU1568,-1,REF,2951769,2954477,31,FALSE,III,3107587,III:3107587,swept,swept
JU1568,-1,REF,2954477,2957925,31,FALSE,III,3107587,III:3107587,swept,swept
JU1568,-1,REF,2957925,2958400,31,FALSE,III,3107587,III:3107587,swept,swept
JU1568,-1,REF,3460431,3461872,31,FALSE,III,3107587,III:3107587,swept,swept
JU1568,-1,REF,2876548,2951769,31,FALSE,III,3107587,III:3107587,swept,swept
JU1568,-1,REF,2958400,3460431,31,FALSE,III,3107587,III:3107587,swept,swept
JU1568,-1,REF,3461872,3717385,31,FALSE,III,3107587,III:3107587,swept,swept
JU1581,-1,REF,2951769,2954477,20,FALSE,III,3107587,III:3107587,swept,swept
JU1581,-1,REF,2954477,2957925,20,FALSE,III,3107587,III:3107587,swept,swept
JU1581,-1,REF,2957925,2958400,20,FALSE,III,3107587,III:3107587,swept,swept
JU1581,-1,REF,3460431,3461872,20,FALSE,III,3107587,III:3107587,swept,swept
JU1581,-1,REF,3461872,3470199,20,FALSE,III,3107587,III:3107587,swept,swept
JU1581,-1,REF,3653850,3669699,20,FALSE,III,3107587,III:3107587,swept,swept
JU1581,-1,REF,2876548,2951769,20,FALSE,III,3107587,III:3107587,swept,swept
JU1581,-1,REF,2958400,3139325,20,FALSE,III,3107587,III:3107587,swept,swept
JU1581,-1,REF,3243290,3460431,20,FALSE,III,3107587,III:3107587,swept,swept
JU1581,-1,REF,3470199,3653850,20,FALSE,III,3107587,III:3107587,swept,swept
JU1581,-1,REF,3669699,3717385,20,FALSE,III,3107587,III:3107587,swept,swept
JU1581,-1,REF,3139325,3243290,20,FALSE,III,3107587,III:3107587,swept,swept
JU1586,-1,REF,2951769,2954477,34,TRUE,III,3107587,III:3107587,swept,swept
JU1586,-1,REF,2954477,2957925,34,FALSE,III,3107587,III:3107587,swept,swept
JU1586,-1,REF,2957925,2958400,34,TRUE,III,3107587,III:3107587,swept,swept
JU1586,-1,REF,3460431,3461872,34,FALSE,III,3107587,III:3107587,swept,swept
JU1586,-1,REF,2876548,2951769,34,FALSE,III,3107587,III:3107587,swept,swept
JU1586,-1,REF,2958400,3460431,34,FALSE,III,3107587,III:3107587,swept,swept
JU1586,-1,REF,3461872,3717385,34,FALSE,III,3107587,III:3107587,swept,swept
JU1896,-1,REF,2951769,2954477,25,FALSE,III,3107587,III:3107587,swept,swept
JU1896,-1,REF,2954477,2957925,25,FALSE,III,3107587,III:3107587,swept,swept
JU1896,-1,REF,2957925,2958400,25,FALSE,III,3107587,III:3107587,swept,swept
JU1896,-1,REF,3460431,3461872,25,FALSE,III,3107587,III:3107587,swept,swept
JU1896,-1,REF,2876548,2951769,25,FALSE,III,3107587,III:3107587,swept,swept
JU1896,-1,REF,2958400,3460431,25,FALSE,III,3107587,III:3107587,swept,swept
JU1896,-1,REF,3461872,3717385,25,FALSE,III,3107587,III:3107587,swept,swept
JU2007,-1,REF,3126625,3127660,1,FALSE,III,3107587,III:3107587,swept,swept
JU2007,-1,REF,3127660,3127697,1,TRUE,III,3107587,III:3107587,swept,swept
JU2007,-1,REF,3287178,3287535,1,FALSE,III,3107587,III:3107587,swept,swept
JU2007,-1,REF,3038650,3126625,1,FALSE,III,3107587,III:3107587,swept,swept
JU2007,-1,REF,2876548,2993091,1,FALSE,III,3107587,III:3107587,swept,swept
JU2007,-1,REF,2993091,3038650,1,FALSE,III,3107587,III:3107587,swept,swept
JU2007,-1,REF,3287535,3422722,1,FALSE,III,3107587,III:3107587,swept,swept
JU2007,-1,REF,3127697,3287178,1,FALSE,III,3107587,III:3107587,swept,swept
JU2007,-1,REF,3422722,3717385,1,FALSE,III,3107587,III:3107587,swept,swept
JU2464,-1,REF,2957925,2958400,23,TRUE,III,3107587,III:3107587,swept,swept
JU2464,-1,REF,2876548,2957925,23,FALSE,III,3107587,III:3107587,swept,swept
JU2464,-1,REF,2958400,3017754,23,FALSE,III,3107587,III:3107587,swept,swept
JU2464,-1,REF,3243692,3389278,23,FALSE,III,3107587,III:3107587,swept,swept
JU2464,-1,REF,3017754,3205966,23,TRUE,III,3107587,III:3107587,swept,swept
JU2464,-1,REF,3616733,3717385,23,FALSE,III,3107587,III:3107587,swept,swept
JU2879,1,ALT,3347497,3348259,8,FALSE,III,3107587,III:3107587,swept,swept
JU2879,1,ALT,2876548,2912693,8,FALSE,III,3107587,III:3107587,swept,swept
JU2879,1,ALT,3348259,3494903,8,FALSE,III,3107587,III:3107587,swept,swept
JU2879,1,ALT,3494903,3716979,8,FALSE,III,3107587,III:3107587,swept,swept
JU2879,1,ALT,3109945,3244431,8,FALSE,III,3107587,III:3107587,swept,swept
JU310,-1,REF,2951769,2954477,15,TRUE,III,3107587,III:3107587,swept,swept
JU310,-1,REF,2954477,2957925,15,FALSE,III,3107587,III:3107587,swept,swept
JU310,-1,REF,2957925,2958400,15,TRUE,III,3107587,III:3107587,swept,swept
JU310,-1,REF,3460431,3461872,15,FALSE,III,3107587,III:3107587,swept,swept
JU310,-1,REF,3461872,3470199,15,FALSE,III,3107587,III:3107587,swept,swept
JU310,-1,REF,3653850,3669699,15,TRUE,III,3107587,III:3107587,swept,swept
JU310,-1,REF,2876548,2951769,15,FALSE,III,3107587,III:3107587,swept,swept
JU310,-1,REF,2958400,3139325,15,FALSE,III,3107587,III:3107587,swept,swept
JU310,-1,REF,3243290,3460431,15,FALSE,III,3107587,III:3107587,swept,swept
JU310,-1,REF,3470199,3653850,15,FALSE,III,3107587,III:3107587,swept,swept
JU310,-1,REF,3669699,3717385,15,FALSE,III,3107587,III:3107587,swept,swept
JU310,-1,REF,3139325,3243290,15,FALSE,III,3107587,III:3107587,swept,swept
JU311,-1,REF,2951769,2954477,28,FALSE,III,3107587,III:3107587,swept,swept
JU311,-1,REF,2954477,2957925,28,FALSE,III,3107587,III:3107587,swept,swept
JU311,-1,REF,2957925,2958400,28,FALSE,III,3107587,III:3107587,swept,swept
JU311,-1,REF,3460431,3461872,28,FALSE,III,3107587,III:3107587,swept,swept
JU311,-1,REF,2876548,2951769,28,FALSE,III,3107587,III:3107587,swept,swept
JU311,-1,REF,2958400,3460431,28,FALSE,III,3107587,III:3107587,swept,swept
JU311,-1,REF,3461872,3717385,28,FALSE,III,3107587,III:3107587,swept,swept
JU323,-1,REF,3016738,3030046,16,FALSE,III,3107587,III:3107587,swept,swept
JU323,-1,REF,3461872,3470199,16,FALSE,III,3107587,III:3107587,swept,swept
JU323,-1,REF,3653850,3669699,16,TRUE,III,3107587,III:3107587,swept,swept
JU323,-1,REF,3425353,3461872,16,FALSE,III,3107587,III:3107587,swept,swept
JU323,-1,REF,3470199,3653850,16,FALSE,III,3107587,III:3107587,swept,swept
JU323,-1,REF,3669699,3717385,16,FALSE,III,3107587,III:3107587,swept,swept
JU323,-1,REF,2876548,3016738,16,TRUE,III,3107587,III:3107587,swept,swept
JU323,-1,REF,3030046,3425353,16,FALSE,III,3107587,III:3107587,swept,swept
JU346,-1,REF,3041550,3105962,18,FALSE,III,3107587,III:3107587,swept,swept
JU346,-1,REF,3105962,3139325,18,FALSE,III,3107587,III:3107587,swept,swept
JU346,-1,REF,3179260,3244431,18,FALSE,III,3107587,III:3107587,swept,swept
JU346,-1,REF,2876548,2963847,18,FALSE,III,3107587,III:3107587,swept,swept
JU346,-1,REF,2963847,3041550,18,FALSE,III,3107587,III:3107587,swept,swept
JU346,-1,REF,3244431,3474166,18,FALSE,III,3107587,III:3107587,swept,swept
JU346,-1,REF,3139325,3179260,18,FALSE,III,3107587,III:3107587,swept,swept
JU346,-1,REF,3474166,3717385,18,FALSE,III,3107587,III:3107587,swept,swept
JU360,-1,REF,2951769,2954477,9,FALSE,III,3107587,III:3107587,swept,swept
JU360,-1,REF,2954477,2957925,9,FALSE,III,3107587,III:3107587,swept,swept
JU360,-1,REF,2957925,2958400,9,FALSE,III,3107587,III:3107587,swept,swept
JU360,-1,REF,3460431,3461872,9,FALSE,III,3107587,III:3107587,swept,swept
JU360,-1,REF,3461872,3470199,9,FALSE,III,3107587,III:3107587,swept,swept
JU360,-1,REF,3653850,3669699,9,FALSE,III,3107587,III:3107587,swept,swept
JU360,-1,REF,2958400,3139325,9,FALSE,III,3107587,III:3107587,swept,swept
JU360,-1,REF,3243290,3460431,9,FALSE,III,3107587,III:3107587,swept,swept
JU360,-1,REF,3470199,3653850,9,FALSE,III,3107587,III:3107587,swept,swept
JU360,-1,REF,3669699,3717385,9,FALSE,III,3107587,III:3107587,swept,swept
JU360,-1,REF,3139325,3243290,9,FALSE,III,3107587,III:3107587,swept,swept
JU367,-1,REF,3016738,3030046,35,FALSE,III,3107587,III:3107587,swept,swept
JU367,-1,REF,3460431,3461872,35,FALSE,III,3107587,III:3107587,swept,swept
JU367,-1,REF,3030046,3142561,35,FALSE,III,3107587,III:3107587,swept,swept
JU367,-1,REF,2876548,3016738,35,FALSE,III,3107587,III:3107587,swept,swept
JU367,-1,REF,3203487,3460431,35,FALSE,III,3107587,III:3107587,swept,swept
JU367,-1,REF,3461872,3717385,35,FALSE,III,3107587,III:3107587,swept,swept
JU393,-1,REF,2951769,2954477,19,FALSE,III,3107587,III:3107587,swept,swept
JU393,-1,REF,2954477,2957925,19,FALSE,III,3107587,III:3107587,swept,swept
JU393,-1,REF,2957925,2958400,19,FALSE,III,3107587,III:3107587,swept,swept
JU393,-1,REF,3460431,3461872,19,FALSE,III,3107587,III:3107587,swept,swept
JU393,-1,REF,3461872,3470199,19,FALSE,III,3107587,III:3107587,swept,swept
